"02 Legislatura","DE MARSICO Alfredo"
"02 Legislatura","DE NICOLA Enrico"
"02 Legislatura","DE PIETRO Michele"
"02 Legislatura","DE SANCTIS Gaetano"
"02 Legislatura","DI ROCCO Angelo"
"02 Legislatura","DONINI Ambrogio"
"02 Legislatura","EINAUDI Luigi"
"02 Legislatura","ELIA Raffaele"
"02 Legislatura","FABBRI Luigi"
"02 Legislatura","FANTUZZI Silvio"
"02 Legislatura","FARINA Giovanni"
"02 Legislatura","FEDELI Armando"
"02 Legislatura","FERRARI Francesco"
"02 Legislatura","FERRETTI Lando"
"02 Legislatura","FIORE Umberto"
"02 Legislatura","FIORENTINO Gaetano"
"02 Legislatura","FLECCHIA Vittorio"
"02 Legislatura","FOCACCIA Basilio"
"02 Legislatura","FORTUNATI Paolo"
"02 Legislatura","FRANZA Enea"
"02 Legislatura","GALLETTO Bortolo"
"02 Legislatura","GAVA Silvio"
"02 Legislatura","GAVINA Cesare"
"02 Legislatura","GAZZALE Enrico"
"02 Legislatura","GERINI Alessandro"
"02 Legislatura","GERVASI Galliano"
"02 Legislatura","GIACOMETTI Guido"
"02 Legislatura","GIARDINA Camillo"
"02 Legislatura","GIUA Michele"
"02 Legislatura","GIUSTARINI Mario"
"02 Legislatura","GRAMEGNA Giuseppe"
"02 Legislatura","GRAMMATICO Pietro"
"02 Legislatura","GRAMPA Mario"
"02 Legislatura","GRANZOTTO BASSO Luciano"
"02 Legislatura","GRAVA Carlo"
"02 Legislatura","GRAZI Enrico"
"02 Legislatura","GRIECO Ruggero"
"02 Legislatura","GUARIGLIA Raffaele"
"02 Legislatura","GUGLIELMONE Teresio"
"02 Legislatura","IMPERIALE Giuseppe"
"02 Legislatura","IORIO Michelangelo"
"02 Legislatura","JANNACCONE Pasquale"
"02 Legislatura","JANNUZZI Onofrio"
"02 Legislatura","LAMBERTI Giovanni"
"02 Legislatura","LAURO Achille"
"02 Legislatura","LEONE Leo"
"02 Legislatura","LEPORE Antonio"
"02 Legislatura","LIBERALI Ciro"
"02 Legislatura","LOCATELLI Amilcare"
"02 Legislatura","LONGONI Mario"
"02 Legislatura","LORENZI Angelo"
